id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
57683,Women,Personal Care,Bath and Body,Body Lotion,Yellow,Spring,2017.0,Casual,Lotus Herbals Aloe Soft Body Lotion
57687,Women,Personal Care,Bath and Body,Body Lotion,White,Spring,2017.0,,Lotus Herbals Vanilla Velvet Body Lotion
57679,Women,Personal Care,Skin,Body Lotion,Yellow,Spring,2017.0,Casual,Lotus Herbals Cocoa Caress SPF 20 Hand & Body Lotion 250 ml
57681,Women,Personal Care,Bath and Body,Body Lotion,Cream,Spring,2017.0,,Lotus Herbals Cherry Bliss Body Lotion
57874,Women,Personal Care,Bath and Body,Body Lotion,Green,Spring,2017.0,Casual,Biotique Bio Coco Butter Tissue Firming Body Balm
14875,Women,Accessories,Umbrellas,Umbrellas,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Printed Purple Umbrellas
14872,Women,Accessories,Umbrellas,Umbrellas,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Printed Blue Umbrellas
19739,Women,Accessories,Umbrellas,Umbrellas,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Stripes Blue Black Umbrella
14873,Women,Accessories,Umbrellas,Umbrellas,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Printed Purple Umbrellas
19740,Women,Accessories,Umbrellas,Umbrellas,Green,Summer,2012.0,Casual,United Colors of Benetton Green Graphic Design Umbrella
14874,Women,Accessories,Umbrellas,Umbrellas,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Stripes Purple Umbrellas
55835,Women,Personal Care,Bath and Body,Nail Essentials,White,Summer,2019.0,Casual,Colorbar Acetone Free Nail Enamel Remover
55352,Women,Personal Care,Bath and Body,Nail Essentials,White,Spring,2017.0,Casual,Revlon Extra Fast Nail Polish Remover
55351,Women,Personal Care,Bath and Body,Nail Essentials,Purple,Spring,2017.0,Casual,Revlon Extra Gentle Nail Polish Remover
56432,Women,Personal Care,Bath and Body,Nail Essentials,Pink,Spring,2017.0,Casual,Streetwear Nail Color Remover
55197,Women,Personal Care,Bath and Body,Nail Essentials,Purple,Spring,2017.0,Casual,Lakme Nail Colour Remover
55836,Women,Personal Care,Bath and Body,Nail Essentials,Blue,Spring,2017.0,Casual,Colorbar Nail Polish Remover
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012.0,Casual,Tonga Women Pink Printed Shrug
58507,Women,Apparel,Topwear,Shrug,White,Summer,2012.0,Casual,Tonga Women Coffee Brown Shrug
21163,Women,Apparel,Topwear,Shrug,Grey,Fall,2011.0,Casual,s.Oliver Women Solid Grey Shrug
26371,Women,Apparel,Topwear,Shrug,Pink,Summer,2012.0,Casual,Arrow Woman Check Pink Shirt
58158,Women,Apparel,Topwear,Shrug,Maroon,Fall,2012.0,Casual,Latin Quarters Women Maroon Shrug
54992,Women,Apparel,Topwear,Shrug,Beige,Summer,2012.0,Casual,Femella Women Black & Beige Shrug
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,2017.0,Casual,Olay Women Total Effects Anti-Ageing Eye Cream
55561,Women,Personal Care,Skin Care,Eye Cream,White,Spring,2017.0,Casual,Revlon Touch & Glow Advanced Fairness Under Eye Repair Cream
57783,Women,Personal Care,Skin Care,Eye Cream,Gold,Spring,2017.0,,Lotus Herbals Nutraeye Rejuvenating & Correcting Eye Gel Eye Cream
57890,Women,Personal Care,Skin Care,Eye Cream,Green,Spring,2017.0,,Biotique Bio Seaweed Revitalizing Anti-Fatigue Eye Gel
55086,Women,Personal Care,Skin Care,Eye Cream,Cream,Spring,2017.0,Casual,Ponds Flawless White Under Eye Cream
57892,Women,Personal Care,Skin Care,Eye Cream,Beige,Spring,2017.0,Casual,Biotique Women Bio Almond Eye Cream
